STATION,NAME,DATE,TMAX,TMIN,TOBS
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/5/2012,68,49,51
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/6/2012,68,47,53
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/7/2012,76,50,60
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/8/2012,77,60,67
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/9/2012,82,64,64
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/10/2012,87,61,66
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/11/2012,90,66,73
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/12/2012,88,62,63
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/13/2012,66,41,50
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/14/2012,68,46,53
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/15/2012,79,46,63
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/16/2012,85,63,66
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/17/2012,90,64,65
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/18/2012,77,64,67
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/19/2012,84,64,77
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/20/2012,89,73,80
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/21/2012,91,70,73
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/22/2012,79,58,66
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/23/2012,74,52,56
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/24/2012,78,56,67
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/25/2012,76,52,59
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/26/2012,70,50,56
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/27/2012,77,56,66
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/28/2012,86,66,73
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/29/2012,87,67,72
USC00208249,"TRAVERSE CITY MUNSON, MI US",6/30/2012,86,68,73
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/1/2012,86,61,65
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/2/2012,83,61,63
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/3/2012,89,63,70
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/4/2012,86,70,77
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/5/2012,89,71,77
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/6/2012,93,70,72
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/7/2012,90,68,68
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/8/2012,77,62,64
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/9/2012,80,60,65
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/10/2012,78,58,63
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/11/2012,78,55,60
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/12/2012,83,58,64
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/13/2012,89,60,62
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/14/2012,92,62,73
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/15/2012,90,70,72
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/16/2012,82,66,70
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/17/2012,94,70,82
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/18/2012,85,64,70
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/19/2012,80,70,72
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/20/2012,72,55,61
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/21/2012,78,61,68
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/22/2012,86,67,68
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/23/2012,85,68,70
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/24/2012,93,65,69
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/25/2012,78,57,64
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/26/2012,82,64,71
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/27/2012,77,66,67
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/28/2012,74,59,61
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/29/2012,78,57,61
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/30/2012,81,61,66
USC00208249,"TRAVERSE CITY MUNSON, MI US",7/31/2012,87,64,64
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/1/2012,87,57,68
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/2/2012,84,68,69
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/3/2012,81,64,68
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/4/2012,84,68,70
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/5/2012,93,67,71
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/6/2012,74,57,64
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/7/2012,80,64,68
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/8/2012,82,58,58
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/9/2012,76,58,61
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/10/2012,72,61,65
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/11/2012,70,64,64
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/12/2012,76,55,59
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/13/2012,78,59,64
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/14/2012,76,61,62
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/15/2012,77,60,62
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/16/2012,80,62,67
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/17/2012,70,55,56
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/18/2012,69,52,54
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/19/2012,74,54,57
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/20/2012,70,49,49
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/21/2012,73,49,57
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/22/2012,78,57,64
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/23/2012,81,61,66
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/24/2012,88,66,73
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/25/2012,85,68,71
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/26/2012,93,69,70
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/27/2012,89,68,70
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/28/2012,80,59,59
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/29/2012,75,53,53
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/30/2012,81,53,69
USC00208249,"TRAVERSE CITY MUNSON, MI US",8/31/2012,89,69,75
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/1/2012,80,56,57
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/2/2012,77,54,54
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/3/2012,85,54,60
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/4/2012,90,60,68
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/6/2012,83,58,60
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/7/2012,77,60,63
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/8/2012,69,53,55
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/9/2012,64,49,49
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/10/2012,68,48,48
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/11/2012,74,48,60
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/12/2012,80,60,66
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/13/2012,84,62,62
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/14/2012,63,49,51
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/15/2012,69,51,53
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/16/2012,69,51,60
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/17/2012,77,51,60
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/18/2012,73,50,50
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/19/2012,56,41,41
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/20/2012,63,40,49
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/21/2012,61,43,43
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/22/2012,61,43,46
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/23/2012,55,40,41
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/24/2012,53,40,42
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/25/2012,63,42,45
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/26/2012,62,42,43
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/27/2012,57,38,38
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/28/2012,57,38,40
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/29/2012,66,38,48
USC00208249,"TRAVERSE CITY MUNSON, MI US",9/30/2012,63,43,43
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/1/2012,60,39,39
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/2/2012,64,39,45
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/3/2012,62,43,45
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/4/2012,63,45,58
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/5/2012,72,47,47
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/6/2012,54,40,40
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/7/2012,47,37,37
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/8/2012,46,31,33
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/9/2012,57,33,48
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/10/2012,60,39,39
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/11/2012,45,33,39
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/12/2012,45,33,33
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/13/2012,49,33,38
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/14/2012,54,38,53
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/15/2012,62,44,44
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/16/2012,62,34,34
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/17/2012,58,34,47
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/18/2012,73,47,59
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/19/2012,59,42,43
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/20/2012,53,39,41
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/21/2012,55,41,43
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/22/2012,60,41,41
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/23/2012,61,41,55
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/24/2012,61,55,56
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/25/2012,71,56,65
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/26/2012,78,41,42
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/27/2012,47,37,40
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/28/2012,46,35,41
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/29/2012,46,40,40
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/30/2012,45,38,39
USC00208249,"TRAVERSE CITY MUNSON, MI US",10/31/2012,39,37,38
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/1/2012,40,38,38
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/2/2012,44,35,35
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/3/2012,40,32,35
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/4/2012,38,34,36
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/5/2012,41,33,33
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/6/2012,37,28,33
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/7/2012,39,33,35
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/8/2012,46,32,38
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/9/2012,45,38,41
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/10/2012,47,41,45
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/11/2012,61,44,58
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/12/2012,67,38,38
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/13/2012,38,27,31
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/14/2012,37,26,27
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/15/2012,43,27,36
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/16/2012,48,36,40
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/17/2012,42,27,36
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/18/2012,50,31,31
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/19/2012,57,31,31
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/20/2012,53,31,42
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/21/2012,49,42,46
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/22/2012,55,45,50
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/23/2012,63,34,34
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/24/2012,34,29,29
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/25/2012,31,27,29
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/26/2012,33,29,29
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/27/2012,33,26,26
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/28/2012,34,25,30
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/29/2012,33,23,28
USC00208249,"TRAVERSE CITY MUNSON, MI US",11/30/2012,39,28,30
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/1/2012,35,30,35
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/2/2012,50,34,47
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/3/2012,47,40,44
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/4/2012,62,44,44
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/5/2012,47,29,31
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/6/2012,33,24,32
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/7/2012,41,32,38
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/8/2012,40,32,33
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/9/2012,35,27,29
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/10/2012,33,28,29
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/11/2012,30,22,23
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/12/2012,33,23,26
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/13/2012,38,24,35
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/14/2012,46,24,30
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/15/2012,38,27,36
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/16/2012,41,35,41
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/17/2012,45,37,37
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/18/2012,40,33,33
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/19/2012,39,29,31
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/20/2012,39,31,33
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/21/2012,36,27,27
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/22/2012,31,27,27
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/23/2012,31,18,29
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/24/2012,29,24,24
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/25/2012,29,24,26
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/26/2012,30,25,26
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/27/2012,27,23,24
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/28/2012,29,24,26
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/29/2012,30,21,23
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/30/2012,29,23,27
USC00208249,"TRAVERSE CITY MUNSON, MI US",12/31/2012,32,23,32
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/1/2013,32,19,20
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/2/2013,24,19,22
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/3/2013,26,22,25
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/4/2013,29,25,25
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/5/2013,28,19,20
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/6/2013,36,17,32
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/7/2013,33,22,29
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/8/2013,40,29,34
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/9/2013,40,32,39
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/10/2013,40,26,27
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/11/2013,43,26,37
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/12/2013,49,36,48
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/13/2013,53,30,30
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/14/2013,31,19,20
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/15/2013,25,13,13
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/16/2013,29,12,24
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/17/2013,30,18,18
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/18/2013,18,10,11
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/19/2013,39,11,33
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/20/2013,40,11,15
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/21/2013,15,8,8
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/22/2013,9,-1,1
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/23/2013,9,1,9
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/24/2013,14,8,10
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/25/2013,13,6,13
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/26/2013,21,13,20
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/27/2013,27,19,24
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/28/2013,32,24,31
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/29/2013,35,31,35
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/30/2013,49,32,32
USC00208249,"TRAVERSE CITY MUNSON, MI US",1/31/2013,33,17,17
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/1/2013,20,14,14
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/2/2013,20,9,9
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/3/2013,18,7,12
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/4/2013,17,11,12
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/5/2013,19,2,11
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/6/2013,24,7,11
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/7/2013,29,10,28
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/8/2013,30,22,22
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/9/2013,25,3,3
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/10/2013,30,3,15
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/11/2013,39,15,35
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/12/2013,36,26,27
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/13/2013,30,23,30
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/14/2013,38,29,32
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/15/2013,33,21,21
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/16/2013,23,13,13
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/17/2013,21,8,10
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/18/2013,22,8,21
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/19/2013,41,21,31
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/20/2013,31,14,15
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/21/2013,22,15,19
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/22/2013,25,16,25
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/23/2013,29,24,28
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/24/2013,32,27,28
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/25/2013,35,21,21
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/26/2013,36,20,27
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/27/2013,37,27,32
USC00208249,"TRAVERSE CITY MUNSON, MI US",2/28/2013,35,31,32
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/1/2013,32,19,19
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/2/2013,26,19,19
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/3/2013,25,11,14
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/4/2013,26,14,14
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/5/2013,27,11,11
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/6/2013,36,11,31
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/7/2013,37,25,25
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/8/2013,29,15,17
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/9/2013,42,17,24
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/10/2013,44,24,37
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/11/2013,42,34,40
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/12/2013,45,27,27
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/13/2013,30,21,21
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/14/2013,31,19,21
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/15/2013,37,18,33
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/16/2013,34,19,20
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/17/2013,26,15,20
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/18/2013,26,14,16
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/19/2013,41,16,21
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/20/2013,28,20,20
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/21/2013,27,19,26
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/22/2013,28,21,24
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/23/2013,32,24,27
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/24/2013,34,27,30
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/25/2013,35,29,31
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/26/2013,36,31,33
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/27/2013,41,29,30
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/28/2013,44,25,26
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/29/2013,46,25,25
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/30/2013,44,24,27
USC00208249,"TRAVERSE CITY MUNSON, MI US",3/31/2013,50,27,38
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/1/2013,44,25,25
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/2/2013,31,18,24
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/3/2013,35,21,24
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/4/2013,36,24,33
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/5/2013,50,29,30
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/6/2013,36,28,31
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/7/2013,47,31,35
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/8/2013,42,28,29
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/9/2013,42,29,36
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/10/2013,41,32,33
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/11/2013,38,33,36
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/12/2013,36,31,32
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/13/2013,35,31,31
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/14/2013,38,28,28
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/15/2013,44,27,39
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/16/2013,53,31,32
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/17/2013,49,28,29
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/18/2013,51,29,41
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/19/2013,55,37,38
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/20/2013,40,25,26
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/21/2013,36,21,23
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/22/2013,49,23,40
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/23/2013,69,35,45
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/24/2013,61,32,33
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/25/2013,47,33,37
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/26/2013,50,32,35
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/27/2013,65,32,51
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/28/2013,73,41,44
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/29/2013,66,44,46
USC00208249,"TRAVERSE CITY MUNSON, MI US",4/30/2013,68,46,55
USC00208249,"TRAVERSE CITY MUNSON, MI US",5/1/2013,78,54,58
USC00208249,"TRAVERSE CITY MUNSON, MI US",5/2/2013,80,38,39
USC00208249,"TRAVERSE CITY MUNSON, MI US",5/3/2013,59,37,38
USC00208249,"TRAVERSE CITY MUNSON, MI US",5/4/2013,60,38,43
USC00208249,"TRAVERSE CITY MUNSON, MI US",5/5/2013,71,42,45
USC00208249,"TRAVERSE CITY MUNSON, MI US",5/6/2013,66,41,45
USC00208249,"TRAVERSE CITY MUNSON, MI US",5/7/2013,67,43,46
USC00208249,"TRAVERSE CITY MUNSON, MI US",5/8/2013,69,46,49
USC00208249,"TRAVERSE CITY MUNSON, MI US",5/9/2013,74,45,49
USC00208249,"TRAVERSE CITY MUNSON, MI US",5/10/2013,67,41,41
USC00208249,"TRAVERSE CITY MUNSON, MI US",5/11/2013,42,33,38
USC00208249,"TRAVERSE CITY MUNSON, MI US",5/12/2013,48,34,35
USC00208249,"TRAVERSE CITY MUNSON, MI US",5/13/2013,40,28,34
USC00208249,"TRAVERSE CITY MUNSON, MI US",5/14/2013,52,34,46
USC00208249,"TRAVERSE CITY MUNSON, MI US",5/15/2013,66,34,58
USC00208249,"TRAVERSE CITY MUNSON, MI US",5/16/2013,74,49,51
USC00208249,"TRAVERSE CITY MUNSON, MI US",5/17/2013,57,42,44
USC00208249,"TRAVERSE CITY MUNSON, MI US",5/18/2013,58,44,52
USC00208249,"TRAVERSE CITY MUNSON, MI US",5/19/2013,74,40,57
USC00208249,"TRAVERSE CITY MUNSON, MI US",5/20/2013,78,40,47
